acdnt_year,관할,acdnt_month,acdnt_day,접수번호,dfk_dc,tmzon_div_1_dc,occrrnc_time_dc,legaldong_name,route_nm,acdnt_hdc,acdnt_mdc,acdnt_dc,lrg_violt_1_dc,wether_sttus_dc,road_stle_dc,acdnt_gae_dc,dprs_cnt,sep_cnt,slp_cnt,inj_aplcnt_cnt,wrngdo_vhcle_asort_hdc,wrngdo_vhcle_asort_dc,injury_dgree_1_hdc,injury_dgree_1_dc,acdnt_age_1_dc,sexdstn_div_1_dc,dmge_vhcle_asort_hdc,dmge_vhcle_asort_dc,injury_dgree_2_hdc,injury_dgree_2_dc,acdnt_age_2_dc,sexdstn_div_2_dc,bdy_injury_part_1_dc,bdy_injury_part_2_dc,rdse_sttus_dc,longitude,latitude
2021,대덕,01월,01일,000001,금요일,야간,00시,대전광역시 대덕구,중리로,차대사람,기타,차대사람 - 기타,안전운전불이행,맑음,단일로 - 기타,중상사고,0,1,0,0,원동기 자전거 이상,승용,상해없음,상해없음,51-60세,남,보행자,보행자,부상,중상,31-40세,여,상해없음,우측 발, 건조,127.4250739635239,36.36094207563173
2021,대덕,01월,01일,000006,금요일,주간,16시,대전광역시 대덕구,중리로,차대사람,횡단중,차대사람 - 횡단중,보행자보호의무위반,맑음,단일로 - 기타,경상사고,0,0,1,0,원동기 자전거 이상,승용,상해없음,상해없음,41-50세,남,보행자,보행자,부상,경상,51-60세,여,상해없음,뒷면 허리, 건조,127.42508222376236,36.363953222693794
2021,대덕,01월,02일,000012,토요일,주간,14시,대전광역시 대덕구,오정로,차대차,측면충돌,차대차 - 충돌,신호위반,맑음,단일로 - 기타,경상사고,0,0,2,0,원동기 자전거 이상,승용,상해없음,상해없음,51-60세,남,원동기 자전거 이상,승합,부상,경상,51-60세,남,상해없음,뒷면 뒷목, 건조,127.4077709343102,36.35474540761096
2021,대덕,01월,03일,000019,일요일,야간,21시,대전광역시 대덕구,덕암길,차대차,기타,차대차 - 기타,안전운전불이행,맑음,단일로 - 기타,경상사고,0,0,1,0,원동기 자전거 이상,승용,기타,기타불명,41-50세,여,원동기 자전거 이상,승용,부상,경상,41-50세,여,상해없음,뒷면 뒷목, 건조,127.42593057676942,36.44494748874215
2021,대덕,01월,06일,000045,수요일,야간,18시,대전광역시 대덕구,계족산로52번길,차대사람,횡단중,차대사람 - 횡단중,보행자보호의무위반,맑음,교차로 - 교차로횡단보도내,경상사고,0,0,1,0,원동기 자전거 이상,승용,상해없음,상해없음,65세 이상,남,보행자,보행자,부상,경상,21-30세,여,상해없음,우측 손, 건조,127.43720016433542,36.36227432768992
2021,대덕,01월,06일,000048,수요일,야간,22시,대전광역시 대덕구,일반국도17호선,차대차,추돌,차대차 - 추돌,안전운전불이행,눈,교차로 - 교차로부근,경상사고,0,0,1,0,원동기 자전거 이상,승용,상해없음,상해없음,51-60세,남,원동기 자전거 이상,승용,부상,경상,41-50세,여,상해없음,뒷면 뒷목, 적설,127.41541301773223,36.35819494574155
2021,대덕,01월,07일,000120,목요일,주간,10시,대전광역시 대덕구,중리동로,차대차,기타,차대차 - 기타,기타,눈,교차로 - 교차로안,경상사고,0,0,2,0,원동기 자전거 이상,승용,부상,경상,65세 이상,남,원동기 자전거 이상,승용,부상,경상,51-60세,여,뒷면 머리,뒷면 뒷목, 적설,127.42955423243906,36.361584894286864
2021,대덕,01월,07일,000058,목요일,주간,17시,대전광역시 대덕구,오정로,차대차,추돌,차대차 - 추돌,안전거리미확보,눈,교차로 - 교차로부근,경상사고,0,0,4,0,원동기 자전거 이상,승용,상해없음,상해없음,61-64세,남,원동기 자전거 이상,승용,부상,경상,41-50세,남,상해없음,뒷면 뒷목, 적설,127.41541231832996,36.34853944333016
2021,대덕,01월,08일,000108,금요일,주간,13시,대전광역시 대덕구,,차대차,측면충돌,차대차 - 충돌,기타,맑음,교차로 - 교차로안,경상사고,0,0,1,0,원동기 자전거 이상,승용,상해없음,상해없음,51-60세,여,원동기 자전거 이상,승용,부상,경상,51-60세,남,상해없음,뒷면 뒷목, 서리/결빙,127.40768039707284,36.35590832486738
2021,대덕,01월,08일,000056,금요일,야간,18시,대전광역시 대덕구,중리로,차대사람,기타,차대사람 - 기타,안전운전불이행,맑음,단일로 - 기타,경상사고,0,0,1,0,원동기 자전거 이상,승용,상해없음,상해없음,51-60세,남,보행자,보행자,부상,경상,21-30세,여,상해없음,뒷면 뒷목, 건조,127.42553062161562,36.36130297699422
2021,대덕,01월,08일,000060,금요일,야간,18시,대전광역시 대덕구,일반국도17호선,차대차,추돌,차대차 - 추돌,안전운전불이행,맑음,단일로 - 기타,경상사고,0,0,1,0,원동기 자전거 이상,승용,상해없음,상해없음,20세 이하,남,원동기 자전거 이상,승용,부상,경상,41-50세,남,상해없음,뒷면 허리, 건조,127.42634994634304,36.438060077844376
2021,대덕,01월,09일,000063,토요일,야간,00시,대전광역시 대덕구,아리랑로,차대차,기타,차대차 - 기타,신호위반,맑음,교차로 - 교차로부근,경상사고,0,0,3,0,원동기 자전거 이상,승용,상해없음,상해없음,41-50세,여,원동기 자전거 이상,승용,부상,경상,21-30세,남,상해없음,우측 어깨, 건조,127.41171331300852,36.3772507953765
2021,대덕,01월,10일,000069,일요일,야간,00시,대전광역시 대덕구,일반국도17호선,차대차,측면충돌,차대차 - 충돌,신호위반,맑음,교차로 - 교차로안,경상사고,0,0,2,0,원동기 자전거 이상,승용,상해없음,상해없음,31-40세,남,원동기 자전거 이상,승용,부상,경상,51-60세,남,상해없음,앞면 가슴, 건조,127.4161261826208,36.34797197531105
2021,대덕,01월,11일,000080,월요일,주간,09시,대전광역시 대덕구,동서대로,차대차,기타,차대차 - 기타,안전운전불이행,맑음,단일로 - 기타,경상사고,0,0,1,0,원동기 자전거 이상,승용,상해없음,상해없음,31-40세,남,원동기 자전거 이상,승용,부상,경상,31-40세,여,상해없음,뒷면 허리, 건조,127.44447279734932,36.35514674620277
2021,대덕,01월,11일,000086,월요일,주간,09시,대전광역시 대덕구,,차대차,기타,차대차 - 기타,안전운전불이행,맑음,단일로 - 기타,경상사고,0,0,1,0,원동기 자전거 이상,승합,상해없음,상해없음,41-50세,남,원동기 자전거 이상,승용,부상,경상,51-60세,여,상해없음,우측 어깨, 건조,127.42327439561798,36.4114269431649
2021,대덕,01월,11일,000082,월요일,주간,11시,대전광역시 대덕구,,차대차,기타,차대차 - 기타,안전운전불이행,맑음,교차로 - 교차로부근,경상사고,0,0,1,0,원동기 자전거 이상,화물,상해없음,상해없음,65세 이상,남,원동기 자전거 이상,승용,부상,경상,31-40세,남,상해없음,뒷면 뒷목, 건조,127.41371955405693,36.3575356106443
2021,대덕,01월,11일,000087,월요일,야간,21시,대전광역시 대덕구,,차대차,측면충돌,차대차 - 충돌,안전운전불이행,맑음,기타 - 기타,부상신고사고,0,0,0,1,원동기 자전거 이상,승용,부상,부상신고,65세 이상,남,원동기 자전거 이상,승용,상해없음,상해없음,41-50세,남,기타,상해없음, 건조,127.41605075142591,36.36632728138144
2021,대덕,01월,12일,000092,화요일,주간,13시,대전광역시 대덕구,신탄진로,차대차,추돌,차대차 - 추돌,안전운전불이행,맑음,교차로 - 교차로부근,경상사고,0,0,2,0,원동기 자전거 이상,화물,상해없음,상해없음,65세 이상,남,원동기 자전거 이상,승용,부상,경상,51-60세,여,상해없음,뒷면 허리, 건조,127.42170527007708,36.43013268553373
2021,대덕,01월,15일,000231,금요일,야간,01시,대전광역시 대덕구,한밭대로,차대차,측면충돌,차대차 - 충돌,신호위반,맑음,교차로 - 교차로안,경상사고,0,0,1,0,원동기 자전거 이상,승용,기타,기타불명,65세 이상,남,원동기 자전거 이상,승용,부상,경상,65세 이상,여,상해없음,뒷면 뒷목, 건조,127.40523831764165,36.35688007662952
2021,대덕,01월,15일,000126,금요일,야간,18시,대전광역시 대덕구,한밭대로,차대차,기타,차대차 - 기타,안전거리미확보,맑음,교차로 - 교차로부근,경상사고,0,0,4,0,원동기 자전거 이상,화물,상해없음,상해없음,51-60세,남,원동기 자전거 이상,승용,부상,경상,21-30세,남,상해없음,뒷면 뒷목, 건조,127.41580279715129,36.35850174465012
2021,대덕,01월,15일,000171,금요일,야간,19시,대전광역시 대덕구,홍도로,차대사람,보도통행중,차대사람 - 보도통행중,보행자보호의무위반,맑음,교차로 - 교차로부근,경상사고,0,0,1,0,원동기 자전거 이상,승용,상해없음,상해없음,31-40세,남,보행자,보행자,부상,경상,21-30세,남,상해없음,뒷면 허리, 건조,127.42756468598276,36.35546224747782
2021,대덕,01월,19일,000327,화요일,주간,10시,대전광역시 대덕구,덕봉길,차대차,기타,차대차 - 기타,안전운전불이행,맑음,단일로 - 교량,경상사고,0,0,1,0,원동기 자전거 이상,승용,상해없음,상해없음,65세 이상,남,원동기 자전거 이상,화물,부상,경상,61-64세,남,상해없음,뒷면 뒷목, 건조,127.42661656960216,36.43928632006009
2021,대덕,01월,19일,000160,화요일,야간,21시,대전광역시 대덕구,일반국도17호선,차대차,측면충돌,차대차 - 충돌,안전운전불이행,맑음,단일로 - 기타,경상사고,0,0,1,0,원동기 자전거 이상,승용,기타,기타불명,41-50세,남,원동기 자전거 이상,승용,부상,경상,51-60세,여,상해없음,뒷면 뒷목, 건조,127.41491290056526,36.35686031121571
2021,대덕,01월,20일,000165,수요일,주간,06시,대전광역시 대덕구,중리동로,차대차,측면충돌,차대차 - 충돌,신호위반,맑음,교차로 - 교차로안,경상사고,0,0,1,0,원동기 자전거 이상,승용,상해없음,상해없음,21-30세,남,원동기 자전거 이상,화물,부상,경상,51-60세,남,상해없음,우측 어깨, 건조,127.42804451166096,36.36695716844091
2021,대덕,01월,20일,000174,수요일,야간,18시,대전광역시 대덕구,중리동로,차대차,기타,차대차 - 기타,기타,맑음,교차로 - 교차로안,경상사고,0,0,1,0,원동기 자전거 이상,승용,상해없음,상해없음,51-60세,남,원동기 자전거 이상,승용,부상,경상,51-60세,남,상해없음,뒷면 뒷목, 건조,127.42964423194256,36.36066537680792
2021,대덕,01월,20일,000176,수요일,야간,22시,대전광역시 대덕구,오정로,차대차,측면충돌,차대차 - 충돌,안전운전불이행,맑음,교차로 - 교차로안,중상사고,0,2,0,0,원동기 자전거 이상,승용,상해없음,상해없음,31-40세,남,원동기 자전거 이상,승용,부상,중상,51-60세,남,상해없음,뒷면 뒷목, 건조,127.40570691956674,36.35648376963856
2021,대덕,01월,21일,000228,목요일,주간,17시,대전광역시 대덕구,계족로,차대사람,기타,차대사람 - 기타,안전운전불이행,비,교차로 - 교차로부근,경상사고,0,0,1,0,원동기 자전거 이상,승용,상해없음,상해없음,51-60세,남,보행자,보행자,부상,경상,12세 이하,남,상해없음,좌측 발, 젖음/습기,127.4271435279526,36.37682846429042
2021,대덕,01월,22일,000196,금요일,주간,09시,대전광역시 대덕구,계족로564번길,차대차,후진중충돌,차대차 - 충돌,안전운전불이행,비,단일로 - 기타,경상사고,0,0,1,0,원동기 자전거 이상,승용,기타,기타불명,41-50세,남,원동기 자전거 이상,승용,부상,경상,31-40세,여,상해없음,뒷면 뒷목, 젖음/습기,127.43335485763434,36.361965721275126
2021,대덕,01월,22일,000198,금요일,야간,18시,대전광역시 대덕구,한밭대로,차대차,측면충돌,차대차 - 충돌,안전운전불이행,맑음,단일로 - 기타,경상사고,0,0,1,0,원동기 자전거 이상,승용,기타,기타불명,65세 이상,남,원동기 자전거 이상,승용,부상,경상,31-40세,남,상해없음,우측 어깨, 건조,127.40621905045472,36.35696198899419
2021,대덕,01월,22일,000249,금요일,야간,19시,대전광역시 대덕구,일반국도17호선,차대차,측면충돌,차대차 - 충돌,안전운전불이행,맑음,단일로 - 기타,경상사고,0,0,1,0,원동기 자전거 이상,승용,기타,기타불명,31-40세,남,원동기 자전거 이상,화물,부상,경상,61-64세,남,상해없음,뒷면 허리, 건조,127.42398551116432,36.414213131377245
2021,대덕,01월,22일,000201,금요일,야간,20시,대전광역시 대덕구,한밭대로,차대차,기타,차대차 - 기타,안전운전불이행,흐림,단일로 - 기타,경상사고,0,0,2,0,원동기 자전거 이상,승용,상해없음,상해없음,41-50세,여,원동기 자전거 이상,승용,부상,경상,51-60세,남,상해없음,기타, 건조,127.40176001354398,36.35752637640779
2021,대덕,01월,23일,000205,토요일,주간,10시,대전광역시 대덕구,산업단지로,차대차,기타,차대차 - 기타,중앙선침범,맑음,단일로 - 기타,중상사고,0,1,2,0,원동기 자전거 이상,승용,상해없음,상해없음,41-50세,남,원동기 자전거 이상,승용,부상,중상,51-60세,남,상해없음,뒷면 허리, 건조,127.4079475236429,36.43188085272877
2021,대덕,01월,23일,000206,토요일,주간,12시,대전광역시 대덕구,천변도시고속도로,차대차,기타,차대차 - 기타,안전거리미확보,맑음,단일로 - 기타,경상사고,0,0,3,0,원동기 자전거 이상,승용,상해없음,상해없음,21-30세,남,원동기 자전거 이상,승용,부상,경상,61-64세,남,상해없음,뒷면 허리, 건조,127.42045252840816,36.4114341121379
2021,동부,01월,23일,001228,토요일,주간,17시,대전광역시 대덕구,오정천변길,차대차,측면충돌,차대차 - 충돌,기타,맑음,교차로 - 교차로안,경상사고,0,0,3,0,원동기 자전거 이상,승용,기타,기타불명,51-60세,여,원동기 자전거 이상,승용,부상,경상,21-30세,남,상해없음,뒷면 뒷목, 건조,127.40517680075926,36.352462479268
2021,대덕,01월,23일,000212,토요일,주간,17시,대전광역시 대덕구,오정로,차대차,추돌,차대차 - 추돌,안전거리미확보,맑음,교차로 - 교차로안,경상사고,0,0,2,0,원동기 자전거 이상,승용,기타,기타불명,21-30세,남,원동기 자전거 이상,승용,부상,경상,41-50세,여,상해없음,뒷면 뒷목, 건조,127.40547270640488,36.35660980021881
2021,대덕,01월,25일,000223,월요일,주간,12시,대전광역시 대덕구,신탄진로756번안길,차대차,기타,차대차 - 기타,안전운전불이행,맑음,교차로 - 교차로부근,경상사고,0,0,1,0,원동기 자전거 이상,이륜,기타,기타불명,21-30세,남,원동기 자전거 이상,승합,부상,경상,51-60세,남,상해없음,기타, 건조,127.4296799574371,36.44476945080966
2021,대덕,01월,25일,000235,월요일,야간,18시,대전광역시 대덕구,대전로,차대차,측면충돌,차대차 - 충돌,안전운전불이행,맑음,단일로 - 기타,부상신고사고,0,0,0,1,원동기 자전거 이상,승용,기타,기타불명,21-30세,남,원동기 자전거 이상,화물,부상,부상신고,21-30세,남,상해없음,기타, 건조,127.41987380249728,36.344990443294
2021,대덕,01월,26일,000232,화요일,주간,10시,대전광역시 대덕구,아리랑로,차대차,측면충돌,차대차 - 충돌,신호위반,비,교차로 - 교차로안,경상사고,0,0,1,0,원동기 자전거 이상,승용,기타,기타불명,65세 이상,남,원동기 자전거 이상,승용,부상,경상,61-64세,남,상해없음,뒷면 뒷목, 젖음/습기,127.41154607223072,36.377259687035874
2021,대덕,01월,27일,000244,수요일,주간,06시,대전광역시 대덕구,천변도시고속도로,차대차,기타,차대차 - 기타,기타,맑음,단일로 - 기타,중상사고,0,3,1,0,원동기 자전거 이상,승용,상해없음,상해없음,20세 이하,여,원동기 자전거 이상,승용,부상,경상,21-30세,남,상해없음,우측 어깨, 건조,127.41354163235468,36.39745554631628
2021,대덕,01월,27일,000247,수요일,주간,11시,대전광역시 대덕구,일반국도17호선,차대차,측면충돌,차대차 - 충돌,안전거리미확보,맑음,단일로 - 기타,사망사고,1,0,0,0,원동기 자전거 이상,이륜,사망,사망,31-40세,남,원동기 자전거 이상,승용,상해없음,상해없음,31-40세,남,뒷면 머리,상해없음, 건조,127.41636025633042,36.34793607770519
2021,대덕,01월,27일,000250,수요일,주간,11시,대전광역시 대덕구,아리랑길,차대차,기타,차대차 - 기타,안전운전불이행,맑음,단일로 - 기타,중상사고,0,1,3,0,원동기 자전거 이상,특수,상해없음,상해없음,51-60세,남,원동기 자전거 이상,승용,부상,경상,51-60세,남,상해없음,뒷면 뒷목, 건조,127.42785910611428,36.37459308555721
2021,대덕,01월,28일,000259,목요일,주간,16시,대전광역시 대덕구,덕암길,차대차,기타,차대차 - 기타,안전운전불이행,맑음,단일로 - 기타,경상사고,0,0,1,0,원동기 자전거 이상,승용,상해없음,상해없음,65세 이상,남,원동기 자전거 이상,승용,부상,경상,41-50세,남,상해없음,뒷면 허리, 건조,127.4259062198015,36.4470931075265
2021,대덕,01월,28일,000504,목요일,야간,18시,대전광역시 대덕구,한밭대로,차대차,측면충돌,차대차 - 충돌,안전운전불이행,맑음,단일로 - 교량,경상사고,0,0,1,0,원동기 자전거 이상,화물,상해없음,상해없음,51-60세,남,원동기 자전거 이상,승용,부상,경상,41-50세,여,상해없음,기타, 건조,127.4050151059534,36.3571233152481
2021,대덕,01월,29일,000265,금요일,주간,15시,대전광역시 대덕구,신탄진동로,차대차,기타,차대차 - 기타,안전운전불이행,맑음,교차로 - 교차로부근,경상사고,0,0,1,0,원동기 자전거 이상,승용,상해없음,상해없음,21-30세,여,원동기 자전거 이상,승용,부상,경상,65세 이상,남,상해없음,뒷면 허리, 건조,127.43618244022016,36.448243982341815
2021,대덕,01월,30일,000267,토요일,야간,00시,대전광역시 대덕구,,차대차,측면충돌,차대차 - 충돌,안전운전불이행,맑음,단일로 - 기타,경상사고,0,0,1,0,원동기 자전거 이상,승용,상해없음,상해없음,31-40세,남,원동기 자전거 이상,화물,부상,경상,31-40세,남,상해없음,뒷면 허리, 건조,127.42156579878902,36.43569502671937
2021,대덕,01월,30일,000269,토요일,주간,13시,대전광역시 대덕구,일반국도17호선,차대차,추돌,차대차 - 추돌,안전운전불이행,맑음,단일로 - 기타,중상사고,0,1,2,0,원동기 자전거 이상,승용,부상,중상,51-60세,남,원동기 자전거 이상,승용,부상,경상,51-60세,여,앞면 가슴,앞면 가슴, 건조,127.42206319733064,36.418043400486056
2021,대덕,02월,01일,000326,월요일,야간,20시,대전광역시 대덕구,한밭대로,차대차,기타,차대차 - 기타,안전운전불이행,맑음,교차로 - 교차로안,중상사고,0,1,2,0,원동기 자전거 이상,화물,상해없음,상해없음,51-60세,남,원동기 자전거 이상,승용,부상,중상,21-30세,남,상해없음,기타, 건조,127.41579165111992,36.35850173679554
2021,대덕,02월,02일,000345,화요일,주간,10시,대전광역시 대덕구,일반국도17호선,차량단독,기타,차량단독 - 기타,안전운전불이행,맑음,단일로 - 기타,중상사고,0,1,0,0,원동기 자전거 이상,승합,기타,기타불명,51-60세,남,,,,,,,상해없음,없음, 건조,127.4228503603165,36.40034683060852
2021,대덕,02월,02일,000312,화요일,주간,17시,대전광역시 대덕구,계족로,차대차,기타,차대차 - 기타,안전운전불이행,맑음,단일로 - 기타,경상사고,0,0,1,0,원동기 자전거 이상,승용,상해없음,상해없음,31-40세,여,원동기 자전거 이상,승합,상해없음,상해없음,51-60세,남,상해없음,상해없음, 건조,127.43228707908912,36.3593236093048
2021,대덕,02월,03일,000306,수요일,주간,08시,대전광역시 대덕구,천변도시고속도로,차대차,추돌,차대차 - 추돌,안전운전불이행,맑음,단일로 - 기타,경상사고,0,0,1,0,원동기 자전거 이상,승용,상해없음,상해없음,41-50세,여,원동기 자전거 이상,승용,부상,경상,21-30세,여,상해없음,좌측 손, 건조,127.41246456508608,36.383372782402354
2021,대덕,02월,03일,000308,수요일,주간,08시,대전광역시 대덕구,아리랑길,차대차,측면충돌,차대차 - 충돌,신호위반,맑음,교차로 - 교차로안,경상사고,0,0,1,0,원동기 자전거 이상,승합,상해없음,상해없음,51-60세,남,원동기 자전거 이상,승용,부상,경상,65세 이상,남,상해없음,뒷면 뒷목, 건조,127.4255746261086,36.3736180234752
2021,대덕,02월,03일,000311,수요일,주간,11시,대전광역시 대덕구,한남로,차대차,추돌,차대차 - 추돌,교차로운행방법위반,맑음,교차로 - 교차로안,부상신고사고,0,0,0,3,원동기 자전거 이상,승용,상해없음,상해없음,41-50세,남,원동기 자전거 이상,승용,부상,부상신고,51-60세,남,상해없음,뒷면 뒷목, 건조,127.41613669872588,36.34855798471299
2021,대덕,02월,04일,000325,목요일,주간,12시,대전광역시 대덕구,중리남로,차대차,기타,차대차 - 기타,안전운전불이행,맑음,교차로 - 교차로부근,경상사고,0,0,1,0,원동기 자전거 이상,승용,상해없음,상해없음,61-64세,여,원동기 자전거 이상,이륜,부상,경상,41-50세,남,상해없음,뒷면 뒷목, 건조,127.42641163970792,36.3608257068043
2021,대덕,02월,04일,000338,목요일,야간,19시,대전광역시 대덕구,신탄진동로,차대차,기타,차대차 - 기타,기타,맑음,단일로 - 기타,중상사고,0,1,0,0,원동기 자전거 이상,승용,기타,기타불명,51-60세,남,원동기 자전거 이상,이륜,부상,중상,51-60세,남,상해없음,앞면 가슴, 건조,127.43176402117427,36.447682591976616
2021,대덕,02월,04일,000459,목요일,야간,19시,대전광역시 대덕구,송촌2길,차대차,측면충돌,차대차 - 충돌,교차로운행방법위반,맑음,교차로 - 교차로안,경상사고,0,0,1,0,원동기 자전거 이상,승용,기타,기타불명,20세 이하,남,원동기 자전거 이상,승용,부상,경상,41-50세,남,상해없음,뒷면 뒷목, 건조,127.4379235532196,36.3637081534776
2021,대덕,02월,04일,000342,목요일,야간,21시,대전광역시 대덕구,한남로,차량단독,공작물충돌,차량단독 - 충돌,안전운전불이행,맑음,교차로 - 교차로부근,부상신고사고,0,0,0,1,원동기 자전거 이상,승용,부상,부상신고,41-50세,여,,,,,,,기타,없음, 건조,127.418575163264,36.350678293354775
2021,대덕,02월,05일,000347,금요일,주간,13시,대전광역시 대덕구,천변도시고속도로,차대차,추돌,차대차 - 추돌,안전운전불이행,맑음,단일로 - 기타,경상사고,0,0,4,0,원동기 자전거 이상,승용,상해없음,상해없음,51-60세,여,원동기 자전거 이상,승용,부상,경상,41-50세,남,상해없음,뒷면 뒷목, 건조,127.4124436505416,36.38213766230188
2021,대덕,02월,05일,000353,금요일,주간,17시,대전광역시 대덕구,신탄진동로,차대차,기타,차대차 - 기타,중앙선침범,맑음,교차로 - 교차로부근,중상사고,0,1,0,0,원동기 자전거 이상,승용,상해없음,상해없음,51-60세,남,원동기 자전거 이상,이륜,부상,중상,21-30세,남,상해없음,좌측 하퇴부, 건조,127.4314738453429,36.44773651735251
2021,대덕,02월,05일,000357,금요일,야간,18시,대전광역시 대덕구,국가지원지방도32호선,차대차,측면충돌,차대차 - 충돌,안전거리미확보,맑음,단일로 - 기타,경상사고,0,0,1,0,원동기 자전거 이상,화물,상해없음,상해없음,51-60세,남,원동기 자전거 이상,승용,부상,경상,31-40세,남,상해없음,뒷면 뒷목, 건조,127.41124176949168,36.44877797458855
2021,대덕,02월,05일,000370,금요일,야간,19시,대전광역시 대덕구,한밭대로,차대차,기타,차대차 - 기타,안전거리미확보,흐림,단일로 - 기타,경상사고,0,0,1,0,원동기 자전거 이상,승용,상해없음,상해없음,21-30세,남,원동기 자전거 이상,이륜,부상,경상,31-40세,남,상해없음,뒷면 뒷목, 젖음/습기,127.42563309239024,36.359040175834295
2021,대덕,02월,05일,000358,금요일,야간,20시,대전광역시 대덕구,덕암길,차대사람,횡단중,차대사람 - 횡단중,신호위반,맑음,교차로 - 교차로안,경상사고,0,0,1,0,원동기 자전거 이상,승용,상해없음,상해없음,31-40세,여,보행자,보행자,부상,경상,51-60세,여,상해없음,기타, 건조,127.42550737681675,36.44409077469194
2021,대덕,02월,05일,000360,금요일,야간,23시,대전광역시 대덕구,한밭대로,차대차,추돌,차대차 - 추돌,안전운전불이행,맑음,단일로 - 기타,경상사고,0,0,2,0,원동기 자전거 이상,승용,상해없음,상해없음,41-50세,남,원동기 자전거 이상,승용,부상,경상,31-40세,여,상해없음,뒷면 뒷목, 건조,127.41584717746863,36.35869109931611
2021,대덕,02월,06일,000363,토요일,주간,09시,대전광역시 대덕구,,차대사람,기타,차대사람 - 기타,안전운전불이행,맑음,기타 - 기타,중상사고,0,1,0,0,농기계,농기계,상해없음,상해없음,41-50세,남,보행자,보행자,부상,중상,65세 이상,여,상해없음,좌측 발, 건조,127.40587114222016,36.35894510350305
2021,대덕,02월,06일,000373,토요일,주간,16시,대전광역시 대덕구,신호장1길,차대차,측면충돌,차대차 - 충돌,교차로운행방법위반,흐림,교차로 - 교차로안,경상사고,0,0,2,0,원동기 자전거 이상,승용,부상,경상,31-40세,남,원동기 자전거 이상,승용,부상,경상,51-60세,남,기타,기타, 건조,127.41844586213034,36.34642292909181
2021,대덕,02월,06일,001209,토요일,야간,19시,대전광역시 대덕구,동서로,차대사람,차도통행중,차대사람 - 차도통행중,기타,맑음,단일로 - 기타,사망사고,1,0,0,0,원동기 자전거 이상,승용,상해없음,상해없음,65세 이상,남,보행자,보행자,사망,사망,51-60세,남,상해없음,뒷면 허리, 건조,127.44667709096842,36.35885308133236
2021,대덕,02월,07일,000382,일요일,주간,16시,대전광역시 대덕구,대청로,차대차,측면충돌,차대차 - 충돌,중앙선침범,맑음,단일로 - 기타,경상사고,0,0,4,0,원동기 자전거 이상,승용,상해없음,상해없음,65세 이상,남,원동기 자전거 이상,승용,부상,경상,51-60세,남,상해없음,뒷면 머리, 건조,127.44154886512553,36.44956295932131
2021,대덕,02월,08일,000392,월요일,주간,12시,대전광역시 대덕구,한밭대로,차대차,측면충돌,차대차 - 충돌,안전운전불이행,맑음,단일로 - 기타,경상사고,0,0,2,0,원동기 자전거 이상,화물,상해없음,상해없음,51-60세,남,원동기 자전거 이상,승용,부상,경상,41-50세,여,상해없음,뒷면 뒷목, 건조,127.4165494850196,36.35859242247352
2021,대덕,02월,08일,000477,월요일,주간,17시,대전광역시 대덕구,덕암북로,차대차,측면충돌,차대차 - 충돌,교차로운행방법위반,맑음,교차로 - 교차로안,경상사고,0,0,1,0,원동기 자전거 이상,승용,상해없음,상해없음,61-64세,남,원동기 자전거 이상,승합,부상,경상,51-60세,남,상해없음,뒷면 뒷목, 건조,127.42798562774428,36.44288424889866
2021,대덕,02월,08일,000398,월요일,야간,23시,대전광역시 대덕구,대덕대로1284번길,차대차,기타,차대차 - 기타,안전거리미확보,흐림,단일로 - 교량,경상사고,0,0,1,0,원동기 자전거 이상,승용,상해없음,상해없음,65세 이상,남,원동기 자전거 이상,승용,상해없음,상해없음,61-64세,남,상해없음,상해없음, 젖음/습기,127.40518346111428,36.42961585181599
2021,대덕,02월,09일,000506,화요일,주간,08시,대전광역시 대덕구,한남로,차대차,기타,차대차 - 기타,교차로운행방법위반,맑음,교차로 - 교차로안,중상사고,0,1,0,0,원동기 자전거 이상,화물,상해없음,상해없음,65세 이상,남,원동기 자전거 이상,승용,부상,중상,21-30세,여,상해없음,기타, 건조,127.41133656976425,36.34573269412145
2021,대덕,02월,09일,000515,화요일,주간,11시,대전광역시 대덕구,대전천북로,차대차,기타,차대차 - 기타,기타,맑음,교차로 - 교차로안,경상사고,0,0,1,0,원동기 자전거 이상,화물,상해없음,상해없음,51-60세,남,원동기 자전거 이상,승용,부상,경상,51-60세,남,상해없음,기타, 건조,127.40526092606989,36.35661864789648
2021,대덕,02월,09일,000406,화요일,주간,16시,대전광역시 대덕구,새롬1길,차대차,기타,차대차 - 기타,안전운전불이행,맑음,교차로 - 교차로부근,경상사고,0,0,1,0,원동기 자전거 이상,승용,상해없음,상해없음,51-60세,남,원동기 자전거 이상,승용,부상,경상,21-30세,남,상해없음,뒷면 허리, 건조,127.4238278056818,36.37008289330522
2021,대덕,02월,09일,000409,화요일,야간,18시,대전광역시 대덕구,한밭대로,차대차,기타,차대차 - 기타,안전거리미확보,맑음,단일로 - 기타,경상사고,0,0,1,0,기타,기타불명,기타,기타불명,기타불명,기타불명,원동기 자전거 이상,승용,부상,경상,31-40세,여,상해없음,뒷면 허리, 건조,127.4226127910388,36.35874074967082
